SalesOrderID,OrderDate,DueDate,ShipDate,Name,SalesPersonID, SubTotal , TaxAmt , Freight , TotalDue ,BusinessEntityID
63219,12/31/2013,1/12/2014,1/7/2014,Wheelsets Storehouse,Online Sale," $9,878.13 ", $920.53 , $287.67 ," $11,086.33 ",1316
63220,12/31/2013,1/12/2014,1/7/2014,Exemplary Cycles,Online Sale," $4,642.52 ", $445.68 , $139.28 ," $5,227.48 ",1024
63221,12/31/2013,1/12/2014,1/7/2014,Expert Sports Store,Online Sale, $41.99 , $3.64 , $1.14 , $46.77 ,890
63222,12/31/2013,1/12/2014,1/7/2014,Rich Department Store,Online Sale," $24,673.50 "," $2,384.83 ", $745.26 ," $27,803.59 ",796
63223,12/31/2013,1/12/2014,1/7/2014,Metropolitan Equipment,Online Sale," $39,913.85 "," $3,811.58 "," $1,191.12 "," $44,916.56 ",1962
63224,12/31/2013,1/12/2014,1/7/2014,Thorough Parts and Repair Services,Online Sale," $81,696.61 "," $7,840.98 "," $2,450.31 "," $91,987.89 ",600
63225,12/31/2013,1/12/2014,1/7/2014,Gears and Parts Company,Online Sale," $22,806.31 "," $2,203.50 ", $688.60 ," $25,698.41 ",1866
63226,12/31/2013,1/12/2014,1/7/2014,Handy Bike Services,Online Sale, $41.99 , $3.64 , $1.14 , $46.77 ,760
63227,12/31/2013,1/12/2014,1/7/2014,Rental Gallery,Online Sale, $209.97 , $18.20 , $5.69 , $233.85 ,706
63228,12/31/2013,1/12/2014,1/7/2014,Manufacturers Inc,Online Sale," $8,974.65 ", $861.26 , $269.15 ," $10,105.06 ",988
63229,12/31/2013,1/12/2014,1/7/2014,Impervious Paint Company,Online Sale," $1,544.97 ", $146.75 , $45.86 ," $1,737.58 ",1380
63230,12/31/2013,1/12/2014,1/7/2014,Pedaling Components,Online Sale," $10,040.47 ", $963.89 , $301.21 ," $11,305.57 ",378
63231,12/31/2013,1/12/2014,1/7/2014,Outdoor Aerobic Systems Company,Online Sale," $1,466.01 ", $140.74 , $43.98 ," $1,650.73 ",1272
63232,12/31/2013,1/12/2014,1/7/2014,Executive Gift Store,Online Sale, $78.59 , $7.39 , $2.31 , $88.29 ,1868
63233,12/31/2013,1/12/2014,1/7/2014,Excellent Bikes,Online Sale," $28,644.32 "," $2,733.42 ", $854.19 ," $32,231.93 ",582
63234,12/31/2013,1/12/2014,1/7/2014,Tandem Bicycle Store,Online Sale, $530.41 , $50.60 , $15.81 , $596.82 ,620
63235,12/31/2013,1/12/2014,1/7/2014,Consolidated Sales,Online Sale," $3,425.89 ", $322.61 , $100.82 ," $3,849.32 ",1164
63236,12/31/2013,1/12/2014,1/7/2014,Low Price Cycles,Online Sale," $2,837.98 ", $271.66 , $84.89 ," $3,194.53 ",1476
63237,12/31/2013,1/12/2014,1/7/2014,Primary Bike Distributors,Online Sale," $9,477.92 ", $911.78 , $284.93 ," $10,674.64 ",970
63238,12/31/2013,1/12/2014,1/7/2014,General Associates,Online Sale, $37.25 , $3.68 , $1.15 , $42.08 ,1090
63239,12/31/2013,1/12/2014,1/7/2014,Rewarding Activities Company,Online Sale," $15,360.97 "," $1,453.59 ", $454.25 ," $17,268.81 ",794
63240,12/31/2013,1/12/2014,1/7/2014,Eighth Bike Store,Online Sale," $25,411.36 "," $2,441.25 ", $762.89 ," $28,615.50 ",1874
63241,12/31/2013,1/12/2014,1/7/2014,Metro Metals Co.,Online Sale," $54,904.38 "," $5,300.37 "," $1,656.36 "," $61,861.11 ",596
63242,12/31/2013,1/12/2014,1/7/2014,Oils and Fluids Warehouse,Online Sale," $1,964.91 ", $183.14 , $57.23 ," $2,205.29 ",1398
63243,12/31/2013,1/12/2014,1/7/2014,Maintenance and Repair for Bicycles,Online Sale," $5,020.24 ", $481.94 , $150.61 ," $5,652.79 ",1812
63244,12/31/2013,1/12/2014,1/7/2014,List Price Catalog Company,Online Sale," $9,691.35 ", $928.59 , $290.18 ," $10,910.13 ",1464
63245,12/31/2013,1/12/2014,1/7/2014,Metro Bike Mart,Online Sale," $25,106.75 "," $2,434.20 ", $760.69 ," $28,301.65 ",1362
63246,12/31/2013,1/12/2014,1/7/2014,Every Bike Shop,Online Sale," $10,771.54 "," $1,039.70 ", $324.91 ," $12,136.14 ",1350
63247,12/31/2013,1/12/2014,1/7/2014,Stock Parts and Supplies,Online Sale," $26,884.59 "," $2,601.87 ", $813.08 ," $30,299.54 ",838
63248,12/31/2013,1/12/2014,1/7/2014,Budget Bike Company,Online Sale, $37.25 , $3.68 , $1.15 , $42.08 ,1872
63249,12/31/2013,1/12/2014,1/7/2014,Mail-Order Outlet,Online Sale," $23,564.97 "," $2,262.12 ", $706.91 ," $26,534.00 ",1982
63250,12/31/2013,1/12/2014,1/7/2014,Shipping Specialists,Online Sale, $323.99 , $31.10 , $9.72 , $364.82 ,1382
63251,12/31/2013,1/12/2014,1/7/2014,Genial Bike Associates,Online Sale," $24,667.06 "," $2,390.16 ", $746.93 ," $27,804.15 ",976
63252,12/31/2013,1/12/2014,1/7/2014,The Gear Store,Online Sale," $46,031.08 "," $4,405.64 "," $1,376.76 "," $51,813.49 ",372
63253,12/31/2013,1/12/2014,1/7/2014,Exclusive Bicycle Mart,Online Sale, $323.99 , $31.10 , $9.72 , $364.82 ,1410
63254,12/31/2013,1/12/2014,1/7/2014,Cycling Goods,Online Sale," $11,546.63 "," $1,104.73 ", $345.23 ," $12,996.59 ",1802
63255,12/31/2013,1/12/2014,1/7/2014,Express Bike Services,Online Sale," $1,544.97 ", $146.75 , $45.86 ," $1,737.58 ",1140
63256,12/31/2013,1/12/2014,1/7/2014,Quality Bike Sales,Online Sale," $1,331.26 ", $129.41 , $40.44 ," $1,501.10 ",358
63257,12/31/2013,1/12/2014,1/7/2014,Reasonable Bicycle Sales,Online Sale," $54,368.51 "," $5,208.73 "," $1,627.73 "," $61,204.96 ",1266
63258,12/31/2013,1/12/2014,1/7/2014,Big Cycle Mall,Online Sale," $1,875.85 ", $180.08 , $56.28 ," $2,112.21 ",1870
63259,12/31/2013,1/12/2014,1/7/2014,Distance Bikes,Online Sale, $323.99 , $31.10 , $9.72 , $364.82 ,650
63260,12/31/2013,1/12/2014,1/7/2014,Fast Services,Online Sale," $1,804.65 ", $173.54 , $54.23 ," $2,032.43 ",1088
63261,12/31/2013,1/12/2014,1/7/2014,Big-Time Bike Store,Online Sale," $6,708.78 ", $646.53 , $202.04 ," $7,557.35 ",958
63262,12/31/2013,1/12/2014,1/7/2014,Swift Cycles,Online Sale," $27,709.22 "," $2,660.54 ", $831.42 ," $31,201.17 ",1946
63263,12/31/2013,1/12/2014,1/7/2014,Number 1 Supply,Online Sale," $21,524.14 "," $2,077.18 ", $649.12 ," $24,250.44 ",474
63264,12/31/2013,1/12/2014,1/7/2014,Super Sports Store,Online Sale," $3,856.85 ", $371.00 , $115.94 ," $4,343.78 ",846
63265,12/31/2013,1/12/2014,1/7/2014,Superior Hardware Distributors,Online Sale, $461.69 , $44.32 , $13.85 , $519.87 ,1068
63266,12/31/2013,1/12/2014,1/7/2014,Twelfth Bike Store,Online Sale," $39,392.35 "," $3,772.05 "," $1,178.77 "," $44,343.17 ",1236
63267,12/31/2013,1/12/2014,1/7/2014,Efficient Cycling,Online Sale," $1,337.60 ", $128.39 , $40.12 ," $1,506.11 ",1130
63268,12/31/2013,1/12/2014,1/7/2014,Nonskid Tire Company,Online Sale," $3,597.29 ", $346.61 , $108.31 ," $4,052.21 ",536
63269,12/31/2013,1/12/2014,1/7/2014,General Department Stores,Online Sale," $5,394.38 ", $516.75 , $161.48 ," $6,072.61 ",1056
63270,12/31/2013,1/12/2014,1/7/2014,Extreme Toy Store,Online Sale," $4,340.67 ", $417.26 , $130.39 ," $4,888.33 ",766
63271,12/31/2013,1/12/2014,1/7/2014,Metropolitan Manufacturing,Online Sale," $3,115.72 ", $298.61 , $93.31 ," $3,507.64 ",1478
63272,12/31/2013,1/12/2014,1/7/2014,Finer Sporting Goods,Online Sale," $9,473.47 ", $909.45 , $284.20 ," $10,667.13 ",1384
63273,12/31/2013,1/12/2014,1/7/2014,Coho Sports,Online Sale, $83.99 , $7.28 , $2.27 , $93.54 ,892
63274,12/31/2013,1/12/2014,1/7/2014,Endurance Bikes,Online Sale, $356.90 , $35.21 , $11.00 , $403.12 ,1434
63275,12/31/2013,1/12/2014,1/7/2014,Basic Sports Equipment,Online Sale, $41.99 , $3.64 , $1.14 , $46.77 ,900
63276,12/31/2013,1/12/2014,1/7/2014,Some Discount Store,Online Sale, $41.99 , $3.64 , $1.14 , $46.77 ,1438
63277,12/31/2013,1/12/2014,1/7/2014,Valley Bicycle Distributors,Online Sale," $7,678.92 ", $741.73 , $231.79 ," $8,652.45 ",1838
63278,12/31/2013,1/12/2014,1/7/2014,Family Entertainment Center,Online Sale," $1,619.73 ", $155.49 , $48.59 ," $1,823.82 ",1292
63279,12/31/2013,1/12/2014,1/7/2014,Bike Boutique,Online Sale," $27,078.94 "," $2,609.15 ", $815.36 ," $30,503.45 ",422
63280,12/31/2013,1/12/2014,1/7/2014,Satin Finish Company,Online Sale," $24,142.51 "," $2,336.26 ", $730.08 ," $27,208.85 ",848
63281,12/31/2013,1/12/2014,1/7/2014,Noiseless Gear Company,Online Sale," $36,065.92 "," $3,459.67 "," $1,081.15 "," $40,606.73 ",1202
63282,12/31/2013,1/12/2014,1/7/2014,Perfect Toys,Online Sale," $66,375.65 "," $6,398.88 "," $1,999.65 "," $74,774.18 ",1300
63283,12/31/2013,1/12/2014,1/7/2014,Resale Services,Online Sale," $38,575.01 "," $3,688.12 "," $1,152.54 "," $43,415.67 ",370
63284,12/31/2013,1/12/2014,1/7/2014,Roadway Bicycle Supply,Online Sale," $108,184.10 "," $10,391.69 "," $3,247.40 "," $121,823.19 ",1262
63285,12/31/2013,1/12/2014,1/7/2014,Sheet Metal Manufacturing,Online Sale," $47,450.61 "," $4,540.48 "," $1,418.90 "," $53,409.99 ",598
63286,12/31/2013,1/12/2014,1/7/2014,Metro Bike Works,Online Sale, $338.99 , $32.54 , $10.17 , $381.71 ,540
63287,12/31/2013,1/12/2014,1/7/2014,Racing Bike Outlet,Online Sale, $937.76 , $91.57 , $28.62 ," $1,057.95 ",822
63288,12/31/2013,1/12/2014,1/7/2014,Systematic Sales,Online Sale," $9,183.67 ", $883.23 , $276.01 ," $10,342.92 ",338
63289,12/31/2013,1/12/2014,1/7/2014,Brightwork Company,Online Sale," $6,926.96 ", $664.60 , $207.69 ," $7,799.25 ",368
63290,12/31/2013,1/12/2014,1/7/2014,Up-To-Date Sports,Online Sale," $26,673.85 "," $2,558.94 ", $799.67 ," $30,032.46 ",1252
63291,12/31/2013,1/12/2014,1/7/2014,Field Trip Store,Online Sale," $104,325.11 "," $10,348.24 "," $3,233.82 "," $117,907.17 ",1242
63292,12/31/2013,1/12/2014,1/7/2014,Second Bike Shop,Online Sale," $1,466.01 ", $140.74 , $43.98 ," $1,650.73 ",436
63293,12/31/2013,1/12/2014,1/7/2014,Industrial Supplies,Online Sale," $24,818.38 "," $2,397.72 ", $749.29 ," $27,965.38 ",476
63294,12/31/2013,1/12/2014,1/7/2014,Online Orders,Online Order, $24.99 , $2.00 , $0.62 , $27.61 ,NULL
63295,12/31/2013,1/12/2014,1/7/2014,Online Orders,Online Order, $25.48 , $2.04 , $0.64 , $28.16 ,NULL
63296,12/31/2013,1/12/2014,1/7/2014,Online Orders,Online Order, $102.96 , $8.24 , $2.57 , $113.77 ,NULL
63297,12/31/2013,1/12/2014,1/7/2014,Online Orders,Online Order, $7.28 , $0.58 , $0.18 , $8.04 ,NULL
63298,12/31/2013,1/12/2014,1/7/2014,Online Orders,Online Order," $2,543.44 ", $203.48 , $63.59 ," $2,810.50 ",NULL
63299,12/31/2013,1/12/2014,1/7/2014,Online Orders,Online Order, $599.98 , $48.00 , $15.00 , $662.98 ,NULL
63300,12/31/2013,1/12/2014,1/7/2014,Online Orders,Online Order," $2,309.97 ", $184.80 , $57.75 ," $2,552.52 ",NULL
63301,12/31/2013,1/12/2014,1/7/2014,Online Orders,Online Order," $2,391.96 ", $191.36 , $59.80 ," $2,643.12 ",NULL
63302,12/31/2013,1/12/2014,1/7/2014,Online Orders,Online Order," $2,363.97 ", $189.12 , $59.10 ," $2,612.19 ",NULL
63303,12/31/2013,1/12/2014,1/7/2014,Online Orders,Online Order, $24.99 , $2.00 , $0.62 , $27.61 ,NULL
63304,12/31/2013,1/12/2014,1/7/2014,Online Orders,Online Order, $87.96 , $7.04 , $2.20 , $97.20 ,NULL
63305,12/31/2013,1/12/2014,1/7/2014,Online Orders,Online Order, $39.98 , $3.20 , $1.00 , $44.18 ,NULL
63306,12/31/2013,1/12/2014,1/7/2014,Online Orders,Online Order, $42.97 , $3.44 , $1.07 , $47.48 ,NULL
63307,12/31/2013,1/12/2014,1/7/2014,Online Orders,Online Order, $29.98 , $2.40 , $0.75 , $33.13 ,NULL
63308,12/31/2013,1/12/2014,1/7/2014,Online Orders,Online Order, $51.96 , $4.16 , $1.30 , $57.42 ,NULL
63309,12/31/2013,1/12/2014,1/7/2014,Online Orders,Online Order, $42.93 , $3.43 , $1.07 , $47.44 ,NULL
63310,12/31/2013,1/12/2014,1/7/2014,Online Orders,Online Order, $69.99 , $5.60 , $1.75 , $77.34 ,NULL
63311,12/31/2013,1/12/2014,1/7/2014,Online Orders,Online Order, $39.98 , $3.20 , $1.00 , $44.18 ,NULL
63312,12/31/2013,1/12/2014,1/7/2014,Online Orders,Online Order, $109.97 , $8.80 , $2.75 , $121.52 ,NULL
63313,12/31/2013,1/12/2014,1/7/2014,Online Orders,Online Order, $13.98 , $1.12 , $0.35 , $15.45 ,NULL
63314,12/31/2013,1/12/2014,1/7/2014,Online Orders,Online Order, $7.28 , $0.58 , $0.18 , $8.04 ,NULL
63315,12/31/2013,1/12/2014,1/7/2014,Online Orders,Online Order, $37.43 , $2.99 , $0.94 , $41.36 ,NULL
63316,12/31/2013,1/12/2014,1/7/2014,Online Orders,Online Order, $124.99 , $10.00 , $3.12 , $138.11 ,NULL
63317,12/31/2013,1/12/2014,1/7/2014,Online Orders,Online Order, $59.98 , $4.80 , $1.50 , $66.28 ,NULL
63318,12/31/2013,1/12/2014,1/7/2014,Online Orders,Online Order, $76.97 , $6.16 , $1.92 , $85.05 ,NULL
63319,12/31/2013,1/12/2014,1/7/2014,Online Orders,Online Order, $84.92 , $6.79 , $2.12 , $93.84 ,NULL
63320,12/31/2013,1/12/2014,1/7/2014,Online Orders,Online Order, $64.97 , $5.20 , $1.62 , $71.79 ,NULL
63321,12/31/2013,1/12/2014,1/7/2014,Online Orders,Online Order, $147.28 , $11.78 , $3.68 , $162.74 ,NULL
63322,12/31/2013,1/12/2014,1/7/2014,Online Orders,Online Order, $53.99 , $4.32 , $1.35 , $59.66 ,NULL
63323,12/31/2013,1/12/2014,1/7/2014,Online Orders,Online Order, $4.99 , $0.40 , $0.12 , $5.51 ,NULL
63324,12/31/2013,1/12/2014,1/7/2014,Online Orders,Online Order, $6.28 , $0.50 , $0.16 , $6.94 ,NULL
63325,12/31/2013,1/12/2014,1/7/2014,Online Orders,Online Order, $38.98 , $3.12 , $0.97 , $43.07 ,NULL
63326,12/31/2013,1/12/2014,1/7/2014,Online Orders,Online Order, $68.97 , $5.52 , $1.72 , $76.21 ,NULL
63327,12/31/2013,1/12/2014,1/7/2014,Online Orders,Online Order, $68.97 , $5.52 , $1.72 , $76.21 ,NULL
63328,12/31/2013,1/12/2014,1/7/2014,Online Orders,Online Order, $21.49 , $1.72 , $0.54 , $23.75 ,NULL
63329,12/31/2013,1/12/2014,1/7/2014,Online Orders,Online Order, $196.29 , $15.70 , $4.91 , $216.90 ,NULL
63330,12/31/2013,1/12/2014,1/7/2014,Online Orders,Online Order, $35.00 , $2.80 , $0.88 , $38.68 ,NULL
63331,12/31/2013,1/12/2014,1/7/2014,Online Orders,Online Order, $149.93 , $11.99 , $3.75 , $165.67 ,NULL
63332,12/31/2013,1/12/2014,1/7/2014,Online Orders,Online Order, $76.96 , $6.16 , $1.92 , $85.04 ,NULL
63333,12/31/2013,1/12/2014,1/7/2014,Online Orders,Online Order, $71.95 , $5.76 , $1.80 , $79.50 ,NULL
63334,12/31/2013,1/12/2014,1/7/2014,Online Orders,Online Order, $43.98 , $3.52 , $1.10 , $48.60 ,NULL
63335,12/31/2013,1/12/2014,1/7/2014,Online Orders,Online Order, $804.48 , $64.36 , $20.11 , $888.95 ,NULL
63336,12/31/2013,1/12/2014,1/7/2014,Online Orders,Online Order, $604.96 , $48.40 , $15.12 , $668.48 ,NULL
63337,12/31/2013,1/12/2014,1/7/2014,Online Orders,Online Order, $608.96 , $48.72 , $15.22 , $672.90 ,NULL
63338,12/31/2013,1/12/2014,1/7/2014,Online Orders,Online Order," $2,319.99 ", $185.60 , $58.00 ," $2,563.59 ",NULL
63339,12/31/2013,1/12/2014,1/7/2014,Online Orders,Online Order," $2,398.47 ", $191.88 , $59.96 ," $2,650.31 ",NULL
63340,12/31/2013,1/12/2014,1/7/2014,Online Orders,Online Order," $2,337.27 ", $186.98 , $58.43 ," $2,582.68 ",NULL
63341,12/31/2013,1/12/2014,1/7/2014,Online Orders,Online Order," $2,357.28 ", $188.58 , $58.93 ," $2,604.79 ",NULL
63342,12/31/2013,1/12/2014,1/7/2014,Online Orders,Online Order," $2,344.96 ", $187.60 , $58.62 ," $2,591.18 ",NULL
63343,12/31/2013,1/12/2014,1/7/2014,Online Orders,Online Order, $750.30 , $60.02 , $18.76 , $829.08 ,NULL
63344,12/31/2013,1/12/2014,1/7/2014,Online Orders,Online Order, $835.31 , $66.82 , $20.88 , $923.02 ,NULL
63345,12/31/2013,1/12/2014,1/7/2014,Online Orders,Online Order, $777.34 , $62.19 , $19.43 , $858.96 ,NULL
63346,12/31/2013,1/12/2014,1/7/2014,Online Orders,Online Order," $1,725.98 ", $138.08 , $43.15 ," $1,907.21 ",NULL
63347,12/31/2013,1/12/2014,1/7/2014,Online Orders,Online Order," $2,488.93 ", $199.11 , $62.22 ," $2,750.27 ",NULL
63348,12/31/2013,1/12/2014,1/7/2014,Online Orders,Online Order," $2,482.23 ", $198.58 , $62.06 ," $2,742.86 ",NULL
63349,12/31/2013,1/12/2014,1/7/2014,Online Orders,Online Order," $2,319.99 ", $185.60 , $58.00 ," $2,563.59 ",NULL
63350,12/31/2013,1/12/2014,1/7/2014,Online Orders,Online Order," $2,366.95 ", $189.36 , $59.17 ," $2,615.48 ",NULL
63351,12/31/2013,1/12/2014,1/7/2014,Online Orders,Online Order," $1,248.83 ", $99.91 , $31.22 ," $1,379.96 ",NULL
63352,12/31/2013,1/12/2014,1/7/2014,Online Orders,Online Order," $2,453.04 ", $196.24 , $61.33 ," $2,710.61 ",NULL
63353,12/31/2013,1/12/2014,1/7/2014,Online Orders,Online Order," $2,469.05 ", $197.52 , $61.73 ," $2,728.30 ",NULL
63354,12/31/2013,1/12/2014,1/7/2014,Online Orders,Online Order, $553.97 , $44.32 , $13.85 , $612.14 ,NULL
63355,12/31/2013,1/12/2014,1/7/2014,Online Orders,Online Order, $588.96 , $47.12 , $14.72 , $650.80 ,NULL
63356,12/31/2013,1/12/2014,1/7/2014,Online Orders,Online Order," $1,179.97 ", $94.40 , $29.50 ," $1,303.87 ",NULL
63357,12/31/2013,1/12/2014,1/7/2014,Online Orders,Online Order," $1,735.98 ", $138.88 , $43.40 ," $1,918.26 ",NULL
63358,12/31/2013,1/12/2014,1/7/2014,Online Orders,Online Order," $1,173.96 ", $93.92 , $29.35 ," $1,297.23 ",NULL
63359,12/31/2013,1/12/2014,1/7/2014,Online Orders,Online Order," $1,179.47 ", $94.36 , $29.49 ," $1,303.31 ",NULL
63360,12/31/2013,1/12/2014,1/7/2014,Online Orders,Online Order, $548.98 , $43.92 , $13.72 , $606.62 ,NULL
63361,12/31/2013,1/12/2014,1/7/2014,Online Orders,Online Order," $2,384.07 ", $190.73 , $59.60 ," $2,634.40 ",NULL
63362,12/31/2013,1/12/2014,1/7/2014,Online Orders,Online Order," $2,419.06 ", $193.52 , $60.48 ," $2,673.06 ",NULL
63363,1/1/2014,1/13/2014,1/8/2014,Online Orders,Online Order, $27.28 , $2.18 , $0.68 , $30.14 ,NULL
63364,1/1/2014,1/13/2014,1/8/2014,Online Orders,Online Order, $29.93 , $2.39 , $0.75 , $33.07 ,NULL
63365,1/1/2014,1/13/2014,1/8/2014,Online Orders,Online Order, $4.99 , $0.40 , $0.12 , $5.51 ,NULL
63366,1/1/2014,1/13/2014,1/8/2014,Online Orders,Online Order, $62.98 , $5.04 , $1.57 , $69.59 ,NULL
63367,1/1/2014,1/13/2014,1/8/2014,Online Orders,Online Order," $2,478.34 ", $198.27 , $61.96 ," $2,738.57 ",NULL
63368,1/1/2014,1/13/2014,1/8/2014,Online Orders,Online Order, $848.47 , $67.88 , $21.21 , $937.56 ,NULL
63369,1/1/2014,1/13/2014,1/8/2014,Online Orders,Online Order," $2,349.98 ", $188.00 , $58.75 ," $2,596.73 ",NULL
63370,1/1/2014,1/13/2014,1/8/2014,Online Orders,Online Order," $2,349.98 ", $188.00 , $58.75 ," $2,596.73 ",NULL
63371,1/1/2014,1/13/2014,1/8/2014,Online Orders,Online Order," $2,297.28 ", $183.78 , $57.43 ," $2,538.49 ",NULL
63372,1/1/2014,1/13/2014,1/8/2014,Online Orders,Online Order," $2,354.99 ", $188.40 , $58.87 ," $2,602.26 ",NULL
63373,1/1/2014,1/13/2014,1/8/2014,Online Orders,Online Order, $2.29 , $0.18 , $0.06 , $2.53 ,NULL
63374,1/1/2014,1/13/2014,1/8/2014,Online Orders,Online Order, $36.27 , $2.90 , $0.91 , $40.08 ,NULL
63375,1/1/2014,1/13/2014,1/8/2014,Online Orders,Online Order, $36.27 , $2.90 , $0.91 , $40.08 ,NULL
63376,1/1/2014,1/13/2014,1/8/2014,Online Orders,Online Order, $14.98 , $1.20 , $0.37 , $16.55 ,NULL
63377,1/1/2014,1/13/2014,1/8/2014,Online Orders,Online Order, $123.98 , $9.92 , $3.10 , $137.00 ,NULL
63378,1/1/2014,1/13/2014,1/8/2014,Online Orders,Online Order, $68.97 , $5.52 , $1.72 , $76.21 ,NULL
63379,1/1/2014,1/13/2014,1/8/2014,Online Orders,Online Order, $94.48 , $7.56 , $2.36 , $104.40 ,NULL
63380,1/1/2014,1/13/2014,1/8/2014,Online Orders,Online Order, $78.98 , $6.32 , $1.97 , $87.27 ,NULL
63381,1/1/2014,1/13/2014,1/8/2014,Online Orders,Online Order, $68.97 , $5.52 , $1.72 , $76.21 ,NULL
63382,1/1/2014,1/13/2014,1/8/2014,Online Orders,Online Order, $12.94 , $1.04 , $0.32 , $14.30 ,NULL
63383,1/1/2014,1/13/2014,1/8/2014,Online Orders,Online Order, $67.93 , $5.43 , $1.70 , $75.06 ,NULL
63384,1/1/2014,1/13/2014,1/8/2014,Online Orders,Online Order, $4.99 , $0.40 , $0.12 , $5.51 ,NULL
63385,1/1/2014,1/13/2014,1/8/2014,Online Orders,Online Order, $59.98 , $4.80 , $1.50 , $66.28 ,NULL
63386,1/1/2014,1/13/2014,1/8/2014,Online Orders,Online Order, $166.28 , $13.30 , $4.16 , $183.74 ,NULL
63387,1/1/2014,1/13/2014,1/8/2014,Online Orders,Online Order, $7.28 , $0.58 , $0.18 , $8.04 ,NULL
63388,1/1/2014,1/13/2014,1/8/2014,Online Orders,Online Order, $4.99 , $0.40 , $0.12 , $5.51 ,NULL
63389,1/1/2014,1/13/2014,1/8/2014,Online Orders,Online Order, $28.98 , $2.32 , $0.72 , $32.02 ,NULL
63390,1/1/2014,1/13/2014,1/8/2014,Online Orders,Online Order, $60.47 , $4.84 , $1.51 , $66.82 ,NULL
63391,1/1/2014,1/13/2014,1/8/2014,Online Orders,Online Order, $29.48 , $2.36 , $0.74 , $32.58 ,NULL
63392,1/1/2014,1/13/2014,1/8/2014,Online Orders,Online Order, $34.98 , $2.80 , $0.87 , $38.65 ,NULL
63393,1/1/2014,1/13/2014,1/8/2014,Online Orders,Online Order, $27.77 , $2.22 , $0.69 , $30.69 ,NULL
63394,1/1/2014,1/13/2014,1/8/2014,Online Orders,Online Order, $4.99 , $0.40 , $0.12 , $5.51 ,NULL
63395,1/1/2014,1/13/2014,1/8/2014,Online Orders,Online Order, $67.97 , $5.44 , $1.70 , $75.11 ,NULL
63396,1/1/2014,1/13/2014,1/8/2014,Online Orders,Online Order, $68.97 , $5.52 , $1.72 , $76.21 ,NULL
63397,1/1/2014,1/13/2014,1/8/2014,Online Orders,Online Order, $21.49 , $1.72 , $0.54 , $23.75 ,NULL
63398,1/1/2014,1/13/2014,1/8/2014,Online Orders,Online Order, $84.47 , $6.76 , $2.11 , $93.34 ,NULL
63399,1/1/2014,1/13/2014,1/8/2014,Online Orders,Online Order, $54.98 , $4.40 , $1.37 , $60.75 ,NULL
63400,1/1/2014,1/13/2014,1/8/2014,Online Orders,Online Order, $8.99 , $0.72 , $0.22 , $9.93 ,NULL
63401,1/1/2014,1/13/2014,1/8/2014,Online Orders,Online Order, $95.94 , $7.68 , $2.40 , $106.01 ,NULL
63402,1/1/2014,1/13/2014,1/8/2014,Online Orders,Online Order, $49.99 , $4.00 , $1.25 , $55.24 ,NULL
63403,1/1/2014,1/13/2014,1/8/2014,Online Orders,Online Order," $2,387.21 ", $190.98 , $59.68 ," $2,637.87 ",NULL
63404,1/1/2014,1/13/2014,1/8/2014,Online Orders,Online Order," $2,395.96 ", $191.68 , $59.90 ," $2,647.54 ",NULL
63405,1/1/2014,1/13/2014,1/8/2014,Online Orders,Online Order," $2,384.07 ", $190.73 , $59.60 ," $2,634.40 ",NULL
63406,1/1/2014,1/13/2014,1/8/2014,Online Orders,Online Order," $1,754.98 ", $140.40 , $43.87 ," $1,939.25 ",NULL
63407,1/1/2014,1/13/2014,1/8/2014,Online Orders,Online Order," $1,143.46 ", $91.48 , $28.59 ," $1,263.52 ",NULL
63408,1/1/2014,1/13/2014,1/8/2014,Online Orders,Online Order," $2,466.32 ", $197.31 , $61.66 ," $2,725.28 ",NULL
63409,1/1/2014,1/13/2014,1/8/2014,Online Orders,Online Order," $2,354.98 ", $188.40 , $58.87 ," $2,602.25 ",NULL
63410,1/1/2014,1/13/2014,1/8/2014,Online Orders,Online Order," $2,376.96 ", $190.16 , $59.42 ," $2,626.54 ",NULL
63411,1/1/2014,1/13/2014,1/8/2014,Online Orders,Online Order," $2,374.98 ", $190.00 , $59.37 ," $2,624.35 ",NULL
63412,1/1/2014,1/13/2014,1/8/2014,Online Orders,Online Order, $608.96 , $48.72 , $15.22 , $672.90 ,NULL
63413,1/1/2014,1/13/2014,1/8/2014,Online Orders,Online Order, $553.97 , $44.32 , $13.85 , $612.14 ,NULL
63414,1/1/2014,1/13/2014,1/8/2014,Online Orders,Online Order, $603.49 , $48.28 , $15.09 , $666.86 ,NULL
63415,1/1/2014,1/13/2014,1/8/2014,Online Orders,Online Order," $1,120.49 ", $89.64 , $28.01 ," $1,238.14 ",NULL
63416,1/1/2014,1/13/2014,1/8/2014,Online Orders,Online Order," $1,725.98 ", $138.08 , $43.15 ," $1,907.21 ",NULL
63417,1/1/2014,1/13/2014,1/8/2014,Online Orders,Online Order," $1,164.47 ", $93.16 , $29.11 ," $1,286.74 ",NULL
63418,1/1/2014,1/13/2014,1/8/2014,Online Orders,Online Order, $588.96 , $47.12 , $14.72 , $650.80 ,NULL
63419,1/1/2014,1/13/2014,1/8/2014,Online Orders,Online Order, $565.47 , $45.24 , $14.14 , $624.84 ,NULL
63420,1/1/2014,1/13/2014,1/8/2014,Online Orders,Online Order, $539.99 , $43.20 , $13.50 , $596.69 ,NULL
